index,category,name,text1,text2,text3
32,ECS_ITEM,item_glove_d,D Grade Pitcher Glove,NULL,NULL
33,ECS_ITEM,item_glove_c,C Grade Pitcher Glove,NULL,NULL
34,ECS_ITEM,item_glove_b,B Grade Pitcher Glove,NULL,NULL
35,ECS_ITEM,item_glove_a,A Grade Pitcher Glove,NULL,NULL
36,ECS_ITEM,item_glove_s,S Grade Pitcher Glove,NULL,NULL
37,ECS_ITEM,item_shoes_e,E Grade Shoes,NULL,NULL
38,ECS_ITEM,item_shoes_d,D Grade Shoes,NULL,NULL
39,ECS_ITEM,item_shoes_c,C Grade Shoes,NULL,NULL
40,ECS_ITEM,item_shoes_b,B Grade Shoes,NULL,NULL
41,ECS_ITEM,item_shoes_a,A Grade Shoes,NULL,NULL
42,ECS_ITEM,item_shoes_s,S Grade Shoes,NULL,NULL
43,ECS_ITEM,item_shirt_m_e,E Grade Man Shirt,NULL,NULL
44,ECS_ITEM,item_shirt_m_d,D Grade Man Shirt,NULL,NULL
45,ECS_ITEM,item_shirt_m_c,C Grade Man Shirt,NULL,NULL
46,ECS_ITEM,item_shirt_m_b,B Grade Man Shirt,NULL,NULL
47,ECS_ITEM,item_shirt_m_a,A Grade Man Shirt,NULL,NULL
48,ECS_ITEM,item_shirt_m_s,S Grade Man Shirt,NULL,NULL
49,ECS_ITEM,item_pant_m_e,E Grade Man Pants,NULL,NULL
50,ECS_ITEM,item_pant_m_d,D Grade Man Pants,NULL,NULL
51,ECS_ITEM,item_pant_m_c,C Grade Man Pants,NULL,NULL
52,ECS_ITEM,item_pant_m_b,B Grade Man Pants,NULL,NULL
53,ECS_ITEM,item_pant_m_a,A Grade Man Pants,NULL,NULL
54,ECS_ITEM,item_pant_w_s,S Grade Man Pants,NULL,NULL
55,ECS_ITEM,item_shirt_w_e,E Grade Woman Shirt,NULL,NULL
56,ECS_ITEM,item_shirt_w_d,D Grade Woman Shirt,NULL,NULL
57,ECS_ITEM,item_shirt_w_c,C Grade Woman Shirt,NULL,NULL
58,ECS_ITEM,item_shirt_w_b,B Grade Woman Shirt,NULL,NULL
59,ECS_ITEM,item_shirt_w_a,A Grade Woman Shirt,NULL,NULL
60,ECS_ITEM,item_shirt_w_s,S Grade Woman Shirt,NULL,NULL
61,ECS_ITEM,item_pant_w_e,E Grade Woman Pants,NULL,NULL
62,ECS_ITEM,item_pant_w_d,D Grade Woman Pants,NULL,NULL
63,ECS_ITEM,item_pant_w_c,C Grade Woman Pants,NULL,NULL
64,ECS_ITEM,item_pant_w_b,B Grade Woman Pants,NULL,NULL
65,ECS_ITEM,item_pant_w_a,A Grade Woman Pants,NULL,NULL
66,ECS_ITEM,item_pant_w_s,S Grade Woman Pants,NULL,NULL
67,ECS_ITEM,item_undershirt_m_e,E Grade Man Undershirt,NULL,NULL
68,ECS_ITEM,item_undershirt_m_d,D Grade Man Undershirt,NULL,NULL
69,ECS_ITEM,item_undershirt_m_c,C Grade Man Undershirt,NULL,NULL
70,ECS_ITEM,item_undershirt_m_b,B Grade Man Undershirt,NULL,NULL
71,ECS_ITEM,item_undershirt_m_a,A Grade Man Undershirt,NULL,NULL
72,ECS_ITEM,item_undershirt_m_s,S Grade Man Undershirt,NULL,NULL
73,ECS_ITEM,item_undershirt_w_e,E Grade Woman Undershirt,NULL,NULL
74,ECS_ITEM,item_undershirt_w_d,D Grade Woman Undershirt,NULL,NULL
75,ECS_ITEM,item_undershirt_w_c,C Grade Woman Undershirt,NULL,NULL
76,ECS_ITEM,item_undershirt_w_b,B Grade Woman Undershirt,NULL,NULL
77,ECS_ITEM,item_undershirt_w_a,A Grade Woman Undershirt,NULL,NULL
78,ECS_ITEM,item_undershirt_w_s,S Grade Woman Undershirt,NULL,NULL
79,ECS_ITEM,item_socks_m_e,E Grade Man Socks,NULL,NULL
80,ECS_ITEM,item_socks_m_d,D Grade Man Socks,NULL,NULL
81,ECS_ITEM,item_socks_m_c,C Grade Man Socks,NULL,NULL
82,ECS_ITEM,item_socks_m_b,B Grade Man Socks,NULL,NULL
83,ECS_ITEM,item_socks_m_a,A Grade Man Socks,NULL,NULL
84,ECS_ITEM,item_socks_m_s,S Grade Man Socks,NULL,NULL
85,ECS_ITEM,item_socks_w_e,E Grade Woman Socks,NULL,NULL
86,ECS_ITEM,item_socks_w_d,D Grade Woman Socks,NULL,NULL
87,ECS_ITEM,item_socks_w_c,C Grade Woman Socks,NULL,NULL
88,ECS_ITEM,item_socks_w_b,B Grade Woman Socks,NULL,NULL
89,ECS_ITEM,item_socks_w_a,A Grade Woman Socks,NULL,NULL
90,ECS_ITEM,item_socks_w_s,S Grade Woman Socks,NULL,NULL
91,ECS_ITEM,item_armguard_e,E Grade Elbow Guard,NULL,NULL
92,ECS_ITEM,item_armguard_d,D Grade Elbow Guard,NULL,NULL
93,ECS_ITEM,item_armguard_c,C Grade Elbow Guard,NULL,NULL
94,ECS_ITEM,item_armguard_b,B Grade Elbow Guard,NULL,NULL
95,ECS_ITEM,item_armguard_a,A Grade Elbow Guard,NULL,NULL
96,ECS_ITEM,item_armguard_s,S Grade Elbow Guard,NULL,NULL
97,ECS_ITEM,item_legguard_e,E Grade Leg Guard,NULL,NULL
98,ECS_ITEM,item_legguard_d,D Grade Leg Guard,NULL,NULL
99,ECS_ITEM,item_legguard_c,C Grade Leg Guard,NULL,NULL
100,ECS_ITEM,item_legguard_b,B Grade Leg Guard,NULL,NULL
101,ECS_ITEM,item_legguard_a,A Grade Leg Guard,NULL,NULL
102,ECS_ITEM,item_legguard_s,S Grade Leg Guard,NULL,NULL
103,ECS_ITEM,item_wriistband_e,E Grade Wrist Guard,NULL,NULL
104,ECS_ITEM,item_wriistband_d,D Grade Wrist Guard,NULL,NULL
105,ECS_ITEM,item_wriistband_c,C Grade Wrist Guard,NULL,NULL
106,ECS_ITEM,item_wriistband_b,B Grade Wrist Guard,NULL,NULL
107,ECS_ITEM,item_wriistband_a,A Grade Wrist Guard,NULL,NULL
108,ECS_ITEM,item_wriistband_s,S Grade Wrist Guard,NULL,NULL
109,ECS_ITEM,item_necklace_e,E Grade Wrist Necklace,NULL,NULL
110,ECS_ITEM,item_necklace_d,D Grade Wrist Necklace,NULL,NULL
111,ECS_ITEM,item_necklace_c,C Grade Wrist Necklace,NULL,NULL
112,ECS_ITEM,item_necklace_b,B Grade Wrist Necklace,NULL,NULL
113,ECS_ITEM,item_necklace_a,A Grade Wrist Necklace,NULL,NULL
114,ECS_ITEM,item_necklace_s,S Grade Wrist Necklace,NULL,NULL
115,ECS_ITEM,item_ring_e,E Grade Ring,NULL,NULL
116,ECS_ITEM,item_ring_d,D Grade Ring,NULL,NULL
117,ECS_ITEM,item_ring_c,C Grade Ring,NULL,NULL
118,ECS_ITEM,item_ring_b,B Grade Ring,NULL,NULL
119,ECS_ITEM,item_ring_a,A Grade Ring,NULL,NULL
120,ECS_ITEM,item_ring_s,S Grade Ring,NULL,NULL
121,ECS_ITEM,item_earring_e,E Grade Earring,NULL,NULL
122,ECS_ITEM,item_earring_d,D Grade Earring,NULL,NULL
123,ECS_ITEM,item_earring_c,C Grade Earring,NULL,NULL
124,ECS_ITEM,item_earring_b,B Grade Earring,NULL,NULL
125,ECS_ITEM,item_earring_a,A Grade Earring,NULL,NULL
126,ECS_ITEM,item_earring_s,S Grade Earring,NULL,NULL
127,ECS_ITEM,item_tatoo_b,B Grade Tatoo,NULL,NULL
128,ECS_ITEM,item_tatoo_a,A Grade Tatoo,NULL,NULL
129,ECS_ITEM,item_tatoo_s,S Grade Tatoo,NULL,NULL
130,ECS_ITEM,item_sunglass_b,B Grade Sunglasses,NULL,NULL
131,ECS_ITEM,item_sunglass_a,A Grade Sunglasses,NULL,NULL
132,ECS_ITEM,item_sunglass_s,S Grade Sunglasses,NULL,NULL
133,ECS_ITEM,item_eyepatch_b,B Grade Eye Black,NULL,NULL
134,ECS_ITEM,item_eyepatch_a,A Grade Eye Black,NULL,NULL
135,ECS_ITEM,item_eyepatch_s,S Grade Eye Black,NULL,NULL
136,ECS_ITEM,item_beard_1,Beard 1,NULL,NULL
137,ECS_ITEM,item_beard_2,Beard 2,NULL,NULL
138,ECS_ITEM,item_beard_3,Beard 3,NULL,NULL
139,ECS_ITEM,item_beard_4,Beard 4,NULL,NULL
140,ECS_ITEM,item_beard_5,Beard 5,NULL,NULL
141,ECS_ITEM,item_beard_6,Beard 6,NULL,NULL
142,ECS_ITEM,item_beard_7,Beard 7,NULL,NULL
143,ECS_ITEM,item_beard_8,Beard 8,NULL,NULL
144,ECS_ITEM,item_beard_9,Beard 9,NULL,NULL
145,ECS_ITEM,item_beard_10,Beard 10,NULL,NULL
146,ECS_ITEM,item_hair_m_1,Man Hair 1,NULL,NULL
147,ECS_ITEM,item_hair_m_2,Man Hair 2,NULL,NULL
148,ECS_ITEM,item_hair_m_3,Man Hair 3,NULL,NULL
149,ECS_ITEM,item_hair_m_4,Man Hair 4,NULL,NULL
150,ECS_ITEM,item_hair_m_5,Man Hair 5,NULL,NULL
151,ECS_ITEM,item_hair_m_6,Man Hair 6,NULL,NULL
152,ECS_ITEM,item_hair_m_7,Man Hair 7,NULL,NULL
153,ECS_ITEM,item_hair_m_8,Man Hair 8,NULL,NULL
154,ECS_ITEM,item_hair_m_9,Man Hair 9,NULL,NULL
155,ECS_ITEM,item_hair_m_10,Man Hair 10,NULL,NULL
156,ECS_ITEM,item_hair_w_1,Woman Hair 1,NULL,NULL
157,ECS_ITEM,item_hair_w_2,Woman Hair 2,NULL,NULL
158,ECS_ITEM,item_hair_w_3,Woman Hair 3,NULL,NULL
159,ECS_ITEM,item_hair_w_4,Woman Hair 4,NULL,NULL
160,ECS_ITEM,item_hair_w_5,Woman Hair 5,NULL,NULL
161,ECS_ITEM,item_hair_w_6,Woman Hair 6,NULL,NULL
162,ECS_ITEM,item_hair_w_7,Woman Hair 7,NULL,NULL
163,ECS_ITEM,item_hair_w_8,Woman Hair 8,NULL,NULL
164,ECS_ITEM,item_hair_w_9,Woman Hair 9,NULL,NULL
165,ECS_ITEM,item_hair_w_10,Woman Hair 10,NULL,NULL
166,ECS_ITEM,item_patch_1,Patch 1,NULL,NULL
167,ECS_ITEM,item_patch_2,Patch 2,NULL,NULL
168,ECS_ITEM,item_patch_3,Patch 3,NULL,NULL
169,ECS_ITEM,item_patch_4,Patch 4,NULL,NULL
170,ECS_ITEM,item_patch_5,Patch 5,NULL,NULL
171,ECS_ITEM,item_patch_6,Patch 6,NULL,NULL
172,ECS_ITEM,item_patch_7,Patch 7,NULL,NULL
173,ECS_ITEM,item_patch_8,Patch 8,NULL,NULL
174,ECS_ITEM,item_patch_9,Patch 9,NULL,NULL
175,ECS_ITEM,item_patch_10,Patch 10,NULL,NULL
176,ECS_ITEM,item_mask_1,Mask 1,NULL,NULL
177,ECS_ITEM,item_mask_2,Mask 2,NULL,NULL
178,ECS_ITEM,item_mask_3,Mask 3,NULL,NULL
179,ECS_ITEM,item_mask_4,Mask 4,NULL,NULL
180,ECS_ITEM,item_mask_5,Mask 5,NULL,NULL
181,ECS_ITEM,item_backnumber,Back number,NULL,NULL
182,ECS_ITEM,item_marking,Marking,NULL,NULL
183,ECS_ITEM,item_haircolor,Hair Color,NULL,NULL
184,ECS_ITEM,ci_superpowerdrink_e,Super Power Drink E,NULL,NULL
185,ECS_ITEM,ci_superpowerdrink_d,Super Power Drink D,NULL,NULL
186,ECS_ITEM,ci_superpowerdrink_c,Super Power Drink C,NULL,NULL
187,ECS_ITEM,ci_superpowerdrink_b,Super Power Drink B,NULL,NULL
188,ECS_ITEM,ci_superpowerdrink_a,Super Power Drink A,NULL,NULL
189,ECS_ITEM,ci_superpowerdrink_s,Super Power Drink S,NULL,NULL
190,ECS_ITEM,ci_eagleeyedrink_e,Eagle Eyes Drink E,NULL,NULL
191,ECS_ITEM,ci_eagleeyedrink_d,Eagle Eyes Drink D,NULL,NULL
192,ECS_ITEM,ci_eagleeyedrink_c,Eagle Eyes Drink C,NULL,NULL
193,ECS_ITEM,ci_eagleeyedrink_b,Eagle Eyes Drink B,NULL,NULL
194,ECS_ITEM,ci_eagleeyedrink_a,Eagle Eyes Drink A,NULL,NULL
195,ECS_ITEM,ci_eagleeyedrink_s,Eagle Eyes Drink S,NULL,NULL
196,ECS_ITEM,ci_healthbodydrink_e,Healthy Body Drink E,NULL,NULL
197,ECS_ITEM,ci_healthbodydrink_d,Healthy Body Drink D,NULL,NULL
198,ECS_ITEM,ci_healthbodydrink_c,Healthy Body Drink C,NULL,NULL
199,ECS_ITEM,ci_healthbodydrink_b,Healthy Body Drink B,NULL,NULL
200,ECS_ITEM,ci_healthbodydrink_a,Healthy Body Drink A,NULL,NULL
201,ECS_ITEM,ci_healthbodydrink_s,Healthy Body Drink S,NULL,NULL
202,ECS_ITEM,ci_skingrowdrink_e,Skin Grow Drink E,NULL,NULL
203,ECS_ITEM,ci_skingrowdrink_d,Skin Grow Drink D,NULL,NULL
204,ECS_ITEM,ci_skingrowdrink_c,Skin Grow Drink C,NULL,NULL
205,ECS_ITEM,ci_skingrowdrink_b,Skin Grow Drink B,NULL,NULL
206,ECS_ITEM,ci_skingrowdrink_a,Skin Grow Drink A,NULL,NULL
207,ECS_ITEM,ci_skingrowdrink_s,Skin Grow Drink S,NULL,NULL
208,ECS_ITEM,ci_winfingerdrink_e,Wining Fingers Drink E,NULL,NULL
209,ECS_ITEM,ci_winfingerdrink_d,Wining Fingers Drink D,NULL,NULL
210,ECS_ITEM,ci_winfingerdrink_c,Wining Fingers Drink C,NULL,NULL
211,ECS_ITEM,ci_winfingerdrink_b,Wining Fingers Drink B,NULL,NULL
212,ECS_ITEM,ci_winfingerdrink_a,Wining Fingers Drink A,NULL,NULL
213,ECS_ITEM,ci_winfingerdrink_s,Wining Fingers Drink S,NULL,NULL
214,ECS_ITEM,ci_bacchusf,Bacchus F,NULL,NULL
215,ECS_ITEM,ci_bacchusd,Bacchus D,NULL,NULL
216,ECS_ITEM,ci_charm_e,Charm E,NULL,NULL
217,ECS_ITEM,ci_charm_d,Charm D,NULL,NULL
218,ECS_ITEM,ci_charm_c,Charm C,NULL,NULL
219,ECS_ITEM,ci_charm_b,Charm B,NULL,NULL
220,ECS_ITEM,ci_charm_a,Charm A,NULL,NULL
221,ECS_ITEM,ci_charm_s,Charm S,NULL,NULL
222,ECS_ITEM,ci_audiencecry,Audience Cry,NULL,NULL
223,ECS_ITEM,ci_rosinbag,Rosin Bag,NULL,NULL
224,ECS_ITEM,ci_gum,Gum,NULL,NULL
225,ECS_ITEM,ci_bulebull,Bulebull,NULL,NULL
226,ECS_ITEM,ci_cooldog,Cooldog,NULL,NULL
227,ECS_ITEM,ci_coolsix,Coolsix,NULL,NULL
228,ECS_ITEM,ci_bronzegrovetrophy,Bronze Grove Trophy,NULL,NULL
229,ECS_ITEM,ci_bronzebattrophy,Bronze Batter Trophy,NULL,NULL
230,ECS_ITEM,ci_silvergrovetrophy,Silver Grove Trophy,NULL,NULL
231,ECS_ITEM,ci_silverbattrophy,Gold Batter Trophy,NULL,NULL
232,ECS_ITEM,ci_goldgrovetrophy,Gold Grove Trophy,NULL,NULL
233,ECS_ITEM,ci_goldbattrophy,Gold Batter Trophy,NULL,NULL
234,ECS_ITEM,ci_legendgrovetrophy,Legend Grove Trophy,NULL,NULL
235,ECS_ITEM,ci_legendbattrophy,Legend Batter Trophy,NULL,NULL
236,ECS_ITEM,ci_maestrohand_e,Hands Of Maestro E,NULL,NULL
237,ECS_ITEM,ci_maestrohand_d,Hands Of Maestro D,NULL,NULL
238,ECS_ITEM,ci_maestrohand_c,Hands Of Maestro C,NULL,NULL
239,ECS_ITEM,ci_maestrohand_b,Hands Of Maestro B,NULL,NULL
240,ECS_ITEM,ci_maestrohand_a,Hands Of Maestro A,NULL,NULL
241,ECS_ITEM,ci_maestrohand_s,Hands Of Maestro S,NULL,NULL
242,ECS_ITEM,ci_supertimesteal_s_a,Super Time Steal A,NULL,NULL
243,ECS_ITEM,ci_supertimesteal_s_b,Super Time Steal B,NULL,NULL
244,ECS_ITEM,ci_supertimesteal_s_c,Super Time Steal C,NULL,NULL
245,ECS_ITEM,ci_goldtimesteal_ab_a,Gold Time Steal A,NULL,NULL
246,ECS_ITEM,ci_goldtimesteal_ab_b,Gold Time Steal B,NULL,NULL
247,ECS_ITEM,ci_goldtimesteal_ab_c,Gold Time Steal C,NULL,NULL
248,ECS_ITEM,ci_silvtimesteal_cd_a,Silver Time Steal A,NULL,NULL
249,ECS_ITEM,ci_silvtimesteal_cd_b,Silver Time Steal B,NULL,NULL
250,ECS_ITEM,ci_silvtimesteal_cd_c,Silver Time Steal C,NULL,NULL
251,ECS_ITEM,ci_majorexcite,Excite Of Major,NULL,NULL
252,ECS_ITEM,ci_minorexcite,Excite Of Minor,NULL,NULL
253,ECS_ITEM,ci_rookieexcite,Excite Of Rookie,NULL,NULL
254,ECS_ITEM,ci_majorregret,Regret Of Major,NULL,NULL
255,ECS_ITEM,ci_minorregret,Regret Of Minor,NULL,NULL
256,ECS_ITEM,ci_rookieregret,Regret Of Rookie,NULL,NULL
257,ECS_ITEM,ci_profilechange,Profile Change,NULL,NULL
258,ECS_ITEM,p_godofbaseball_s,S GRADE GOD OF BASEBALL,NULL,NULL
259,ECS_ITEM,p_godofbaseball_a,A GRADE GOD OF BASEBALL,NULL,NULL
260,ECS_ITEM,p_godofbaseball_b,B GRADE GOD OF BASEBALL,NULL,NULL
261,ECS_ITEM,p_godofbaseball_c,C GRADE GOD OF BASEBALL,NULL,NULL
262,ECS_ITEM,p_godofbaseball_d,D GRADE GOD OF BASEBALL,NULL,NULL
263,ECS_ITEM,p_godofbaseball_e,E GRADE GOD OF BASEBALL,NULL,NULL
264,ECS_ITEM,p_fullset_s,S GRADE FULL SET,NULL,NULL
265,ECS_ITEM,p_fullset_a,A GRADE FULL SET,NULL,NULL
266,ECS_ITEM,p_fullset_b,B GRADE FULL SET,NULL,NULL
267,ECS_ITEM,p_fullset_c,C GRADE FULL SET,NULL,NULL
268,ECS_ITEM,p_fullset_d,D GRADE FULL SET,NULL,NULL
269,ECS_ITEM,p_fullset_e,E GRADE FULL SET,NULL,NULL
270,ECS_ITEM,p_goldenball,GOLDEN BALL,NULL,NULL
271,ECS_ITEM,p_silverball,SILVER BALL,NULL,NULL
272,ECS_ITEM,p_bronzeball ,BRONZE BALL,NULL,NULL
273,ECS_ITEM,stuff_item_brightener_e,LOWEST-CLASS POLISH (E),NULL,NULL
274,ECS_ITEM,stuff_item_brightener_d,LOW-CLASS POLISH (D),NULL,NULL
275,ECS_ITEM,stuff_item_brightener_c,MEDIUM-CLASS POLISH ⓒ,NULL,NULL
276,ECS_ITEM,stuff_item_brightener_b,UPPER-CLASS POLISH (B),NULL,NULL
277,ECS_ITEM,stuff_item_brightener_a,HIGH-CLASS POLISH (A),NULL,NULL
278,ECS_ITEM,stuff_item_brightener_s,SPECIAL-CLASS POLISH (S),NULL,NULL
279,ECS_ITEM,stuff_item_piecewood_e,SCRUB PIECE (E),NULL,NULL
280,ECS_ITEM,stuff_item_piecewood_d,MAPLE PIECE (D),NULL,NULL
281,ECS_ITEM,stuff_item_piecewood_c,ERYTHROCARPA PIECE (C),NULL,NULL
282,ECS_ITEM,stuff_item_piecewood_b,ASH PIECE (B),NULL,NULL
283,ECS_ITEM,stuff_item_piecewood_a,OAK PIECE (A),NULL,NULL
284,ECS_ITEM,stuff_item_piecewood_s,PAULOWNIA PIECE (S),NULL,NULL
285,ECS_ITEM,stuff_item_leather_e,NYLON (E),NULL,NULL
286,ECS_ITEM,stuff_item_leather_d,IMITATION LEATHER (D),NULL,NULL
287,ECS_ITEM,stuff_item_leather_c,PIGSKIN (C),NULL,NULL
288,ECS_ITEM,stuff_item_leather_b,SHEEPSKIN (B),NULL,NULL
289,ECS_ITEM,stuff_item_leather_a,CLAFSKIN (A),NULL,NULL
290,ECS_ITEM,stuff_item_leather_s,COWSKIN (S),NULL,NULL
291,ECS_ITEM,stuff_item_spike_e,RUBBER SPIKE (E),NULL,NULL
292,ECS_ITEM,stuff_item_spike_d,PLASTIC SPIKE (D),NULL,NULL
293,ECS_ITEM,stuff_item_spike_c,WOOD SPIKE (C),NULL,NULL
294,ECS_ITEM,stuff_item_spike_b,COPPER SPIKE (B),NULL,NULL
295,ECS_ITEM,stuff_item_spike_a,STEEL SPIKE (A),NULL,NULL
296,ECS_ITEM,stuff_item_spike_s,TITANIUM SPIKE (S),NULL,NULL
297,ECS_ITEM,stuff_item_fiber_e,POLYESTER PIECE (E),NULL,NULL
298,ECS_ITEM,stuff_item_fiber_d,TOUGH NYLON PIECE  (E),NULL,NULL
299,ECS_ITEM,stuff_item_fiber_c,SYNTHETIC FIBER PIECE (E),NULL,NULL
300,ECS_ITEM,stuff_item_fiber_b,CHINESE YAM PIECE (E),NULL,NULL
301,ECS_ITEM,stuff_item_fiber_a,COTTON PIECE (E),NULL,NULL
302,ECS_ITEM,stuff_item_fiber_s,SPECIAL-CLASS COTTON PIECE (E),NULL,NULL
303,ECS_ITEM,stuff_item_thread_e,SYNTHETIC THREAD (E),NULL,NULL
304,ECS_ITEM,stuff_item_thread_d,SYNTHETIC THREAD (E),NULL,NULL
305,ECS_ITEM,stuff_item_thread_c,SYNTHETIC THREAD (E),NULL,NULL
306,ECS_ITEM,stuff_item_thread_b,SYNTHETIC THREAD (E),NULL,NULL
307,ECS_ITEM,stuff_item_thread_a,SYNTHETIC THREAD (E),NULL,NULL
308,ECS_ITEM,stuff_item_thread_s,SYNTHETIC THREAD (E),NULL,NULL
309,ECS_ITEM,stuff_item_liningleather_e,LOWEST-CLASS NYLON (E),NULL,NULL
310,ECS_ITEM,stuff_item_liningleather_d,LOW-CLASS IMITATION LEATHER (D),NULL,NULL
311,ECS_ITEM,stuff_item_liningleather_c,MEDIUM-CLASS PIGSKIN ⓒ,NULL,NULL
312,ECS_ITEM,stuff_item_liningleather_b,UPPER-CLASS SHEEPSKIN (B),NULL,NULL
313,ECS_ITEM,stuff_item_liningleather_a,HIGH-CLASS CLAFSKIN (A),NULL,NULL
314,ECS_ITEM,stuff_item_liningleather_s,SPECIAL-CLASS COWSKIN (S),NULL,NULL
315,ECS_SKILL,pbb_fourseam,FOURSEAM,NULL,NULL
316,ECS_SKILL,pbb_twoseam,TWOSEAM,NULL,NULL
317,ECS_SKILL,pbb_risingfast,RISINGFAST BALL,NULL,NULL
318,ECS_SKILL,pbb_upshout,UPSHOUT,NULL,NULL
319,ECS_SKILL,pbb_slider,SLIDER,NULL,NULL
320,ECS_SKILL,pbb_hslider,H SLIDER,NULL,NULL
321,ECS_SKILL,pbb_cutfast,CUTFAST,NULL,NULL
322,ECS_SKILL,pbb_vslider,V SLIDER,NULL,NULL
323,ECS_SKILL,pbb_slub,SLUB,NULL,NULL
324,ECS_SKILL,pbb_changeup,CHANGE UP,NULL,NULL
325,ECS_SKILL,pbb_circlechangeup,CIRCLE CHANGE UP,NULL,NULL
326,ECS_SKILL,pbb_knuckle,KNUCKLE,NULL,NULL
327,ECS_SKILL,pbb_curve,CURVE,NULL,NULL
328,ECS_SKILL,pbb_slowcurve,SLOW CURVE,NULL,NULL
329,ECS_SKILL,pbb_dropcurve,DROP CURVE,NULL,NULL
330,ECS_SKILL,pbb_powercurve,POWERCURVE,NULL,NULL
331,ECS_SKILL,pbb_shout,SHOUT,NULL,NULL
332,ECS_SKILL,pbb_hshout,H SHOUT,NULL,NULL
333,ECS_SKILL,pbb_fork,FORK,NULL,NULL
334,ECS_SKILL,pbb_palm,PALM,NULL,NULL
335,ECS_SKILL,pbb_sff,SFF,NULL,NULL
336,ECS_SKILL,pbb_sinker,SINKER,NULL,NULL
337,ECS_SKILL,pbb_hsinker,H SINKER,NULL,NULL
338,ECS_SKILL,ba_left,AGAINST LEFT-HANDED PITCHER,NULL,NULL
339,ECS_SKILL,ba_right,AGAINST RIGHT-HANDED PITCHER,NULL,NULL
340,ECS_SKILL,ba_homerun,HOMERUN BATTER,NULL,NULL
341,ECS_SKILL,ba_wide,WIDE RANGE BATTER,NULL,NULL
342,ECS_SKILL,ba_fullhit,PULL HITTER,NULL,NULL
343,ECS_SKILL,ba_lowhit,LOW BALL HITTER,NULL,NULL
344,ECS_SKILL,ba_highhit,HIGH BALL HITTER,NULL,NULL
345,ECS_SKILL,ba_runfire,RUNNING FIRE,NULL,NULL
346,ECS_SKILL,pa_left,AGAINST LEFT-HANDED BATTER,NULL,NULL
347,ECS_SKILL,pa_right,AGAINST RIGHT-HANDED BATTER,NULL,NULL
348,ECS_SKILL,pa_fastball,FAST-BALL PITCHER,NULL,NULL
349,ECS_SKILL,pa_fullskill,TECHNISTS PITCHER,NULL,NULL
350,ECS_SKILL,pa_runfire,RUNNING FIRE,NULL,NULL
351,ECS_SKILL,pa_swordcon,EXCELLENT CONTROL PITCHER,NULL,NULL
352,ECS_SKILL,pa_dock,DR. K,NULL,NULL
353,ECS_SKILL,pa_infight,SQUARE,NULL,NULL
354,ECS_SKILL,pa_outfight,OPEN,NULL,NULL
355,ECS_SKILL,BF_CLOSE,CLOSED,NULL,NULL
356,ECS_SKILL,PF_OVER,OVER HAND,NULL,NULL
357,ECS_SKILL,PF_THREEQUARTER,THREE QUARTER,NULL,NULL
358,ECS_SKILL,PF_SIDEARM,SIDE ARM,NULL,NULL
359,ECS_SKILL,PF_UNDER,UNDER HAND,NULL,NULL
360,ECS_GUI,Top_Notice_T,Notice String,NULL,NULL
361,ECS_GUI,Option_ControlT,Control,NULL,NULL
